"Kingdom","Phylum","Class","Order","Family","Genus","Count"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",3
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter",3
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",3
"Bacteria","Balneolota","Balneolia","Balneolales","Balneolaceae","Balneola",3
"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Candidatus Protochlamydia",3
"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Thermomarinilinea",3
"Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","Incertae Sedis","CSP1-2",3
"Bacteria","Dependentiae","Babeliae","Babeliales","Incertae Sedis","UBA12409",3
"Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","LS-NOB",3
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Candidatus Anammoximicrobium",3
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Euryhalocaulis",3
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Fretibacter",3
"Bacteria","Pseudomonadota","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus",3
"Bacteria","Pseudomonadota","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius",3
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Boseongicola",3
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Parasedimentitalea",3
"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Algicola",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Ferrimonas",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Ewingella",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methyloparacoccus",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","FS142-36B-02",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Agarilytica",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Endozoicomonadaceae","Sansalvadorimonas",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae","Profundimonas",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Oceanospirillaceae","Oceanospirillum",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Thioglobaceae","IheB2-31",3
"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella",3
"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","GWE2-31-10",3
"Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea",3
"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfatirhabdiaceae","Desulfatirhabdium",3
"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacula",3
"Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsa",3
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Pseudodesulfovibrio",3
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",3
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Puniceicoccaceae","Cerasicoccus",3
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","DEV008",3
"Archaea","Nanoarchaeota","Nanoarchaeia","Pacearchaeales","Incertae Sedis","GW2011_GWC1_47_15",2
"Bacteria","Acetothermia","Acetothermiia","Incertae Sedis","Incertae Sedis","AOM-SR-B11",2
"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",2
"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",2
"Bacteria","Actinomycetota","Actinobacteria","Euzebyales","Euzebyaceae","Euzebya",2
"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",2
"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",2
"Bacteria","Actinomycetota","Actinobacteria","Nitriliruptorales","Nitriliruptoraceae","Nitriliruptor",2
"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",2
"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",2
"Bacteria","Bacillota","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasma",2
"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia",2
"Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Culicoidibacter",2
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",2
"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",2
"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax",2
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga",2
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",2
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter",2
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Pseudarcicella",2
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Phaeocystidibacter",2
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flaviramulus",2
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Marinirhabdus",2
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Pseudotenacibaculum",2
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Sediminicola",2
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Seonamhaeicola",2
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiimonas",2
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",2
"Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Fluviispira",2
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum",2
"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Ornatilinea",2
"Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Symphothece PCC-7002",2
"Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Geitlerinemaceae","Geitlerinema PCC-7105",2
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus",2
"Bacteria","Ignavibacteriota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium",2
"Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina",2
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a",2
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Cohaesibacter",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Roseitalea",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Dinoroseobacter",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Litorimicrobium",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Maritimibacter",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Marivita",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pseudophaeobacter",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Ruegeria",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Lyticum",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Sneathiella",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Alteriqipengyuania",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter",2
"Bacteria","Pseudomonadota","Alphaproteobacteria","Thalassobaculales","Thalassobaculaceae","Thalassobaculum",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Beggiatoales","Beggiatoaceae","Candidatus Allobeggiatoa",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Castellaniella",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Saccharedens",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquincola",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","oc32",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Ferribacterium",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Oceanisphaera",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aestuariibacter",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Candidatus Photodesmus",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Cycloclasticaceae","Cycloclasticus",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Candidatus Endobugula",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Maricurvus",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halieaceae","Congregibacter",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halieaceae","Pseudohaliea",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleibacter",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Oceanococcus",2
"Bacteria","Pseudomonadota","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","Thiomicrorhabdus",2
"Bacteria","Pseudomonadota","Zetaproteobacteria","Mariprofundales","Mariprofundaceae","Mariprofundus",2
"Bacteria","Rhodothermota","Rhodothermia","Rhodothermales","Rhodothermaceae","Rubricoccus",2
"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Thiospirochaeta",2
"Bacteria","Thermodesulfobacteriota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca",2
"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacter",2
"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulforapulum",2
"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfolunaceae","Desulfofaba",2
"Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus",2
"Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus",2
"Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","Desulfurivibrio",2
"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas",2
"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Geothermobacteraceae","Geothermobacter",2
"Bacteria","Thermodesulfobacteriota","Syntrophorhabdia","Syntrophorhabdales","Syntrophorhabdaceae","Syntrophorhabdus",2
"Bacteria","Verrucomicrobiota","Lentisphaeria","Oligosphaerales","Oligosphaeraceae","SBZC-1223",2
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium",2
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Oleiharenicola",2
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",2
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia",2
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",2
"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanococcoides",1
"Archaea","Nanoarchaeota","Nanoarchaeia","Pacearchaeales","Incertae Sedis","SCGC AAA011-D5",1
"Bacteria","Abditibacteriota","Abditibacteriia","Abditibacteriales","Abditibacteriaceae","Abditibacterium",1
"Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Geothrix",1
"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Knoellia",1
"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus",1
"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter",1
"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium",1
"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Luteococcus",1
"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium",1
"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava",1
"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia",1
"Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas",1
"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Anoxybacillus",1
"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Compostibacillus",1
"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Caryophanon",1
"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",1
"Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","UCG-004",1
"Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix",1
"Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",1
"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",1
"Bacteria","Bacillota","Bacilli","Izemoplasmatales","Izemoplasmataceae","Izimaplasma",1
"Bacteria","Bacillota","Bacilli","Lactobacillales","Catellicoccaceae","Catellicoccus",1
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",1
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",1
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus",1
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc",1
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactovum",1
"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae","Candidatus Bacilloplasma",1
"Bacteria","Bacillota","Clostridia","Clostridiales","Caloramatoraceae","Fonticella",1
"Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum",1
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter",1
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum",1
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Extibacter",1
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae AC2044 group",1
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Natranaerovirga",1
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Vallitalea",1
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] ruminantium group",1
"Bacteria","Bacillota","Clostridia","Monoglobales","Monoglobaceae","Monoglobus",1
"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",1
"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Ruminiclostridium",1
"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-012",1
"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Aminipila",1
"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII AD3011 group",1
"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] brachy group",1
"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Fenollaria",1
"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Parvimonas",1
"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Peptoniphilus",1
"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium",1
"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Thermotaleaceae","Crassaminicella",1
"Bacteria","Bacillota","Limnochordia","Incertae Sedis","Incertae Sedis","Hydrogenispora",1
"Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Pelosinus",1
"Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister",1
